Order ID,Order Date,GrossMargin percentage,Customer ID,Customer Name,Segment,Country,City,State,Postal Code,Region,Product ID,Category,Sub Category,Sales,Discount,Profit,Invoice_id,PaymentType
CA-2018-110905,10/9/2018,4.761904762,RW-19690,Robert Waldorf,Consumer,India,Salem,Tamil Nadu,65807,West,OFF-ST-10000025,"Eggs, Meat and Fish",Eggs,1213,0.11,97.04,IN5-879-0227,Credit card
CA-2018-110905,10/9/2018,4.761904762,RW-19690,Robert Waldorf,Consumer,India,Kanyakumari,Tamil Nadu,65807,West,OFF-AP-10003281,Fruits and Veggies,Fresh Vegetables,571,0.24,148.46,IN9-606-0669,Ewallet
CA-2018-165841,21/12/2018,4.761904762,DB-13210,Dean Braden,Consumer,India,Karur,Tamil Nadu,7501,West,TEC-PH-10002103,Snacks,Chocolates,1572,0.28,550.2,IN5-055-9311,Ewallet
CA-2018-165841,21/12/2018,4.761904762,DB-13210,Dean Braden,Consumer,India,Karur,Tamil Nadu,7501,West,OFF-SU-10000898,"Eggs, Meat and Fish",Eggs,1835,0.1,605.55,IN3-598-2602,Credit card
CA-2018-165841,21/12/2018,4.761904762,DB-13210,Dean Braden,Consumer,India,Viluppuram,Tamil Nadu,7501,West,OFF-PA-10001144,Bakery,Cakes,1531,0.12,153.1,IN9-553-8947,Cash
CA-2018-117485,23/9/2018,4.761904762,BD-11320,Bill Donatelli,Consumer,India,Nagercoil,Tamil Nadu,74133,West,TEC-AC-10004659,Oil and Masala,Masalas,2404,0.24,312.52,IN2-160-8494,Ewallet
CA-2018-140242,6/5/2018,4.761904762,ML-17755,Max Ludwig,Cosumer,India,Vellore,Tamil Nadu,60623,West,OFF-AR-10004752,Food Grains,Rice,1751,0.22,525.3,IN9-947-7213,Cash
CA-2018-140242,6/5/2018,4.761904762,ML-17755,Max Ludwig,Cosumer,India,Namakkal,Tamil Nadu,60623,West,TEC-AC-10004659,"Eggs, Meat and Fish",Mutton,927,0.18,83.43,IN8-042-6676,Credit card
CA-2015-148950,14/12/2015,4.761904762,JD-16015,Joy Daniels,Consumer,India,Namakkal,Tamil Nadu,60610,West,OFF-BI-10001249,"Eggs, Meat and Fish",Mutton,1171,0.34,421.56,IN0-009-4050,Cash
CA-2015-148950,14/12/2015,4.761904762,JD-16015,Joy Daniels,Consumer,India,Coimbatore,Tamil Nadu,60610,West,OFF-FA-10003059,Oil and Masala,Edible Oil and Ghee,1352,0.34,554.32,IN9-147-6337,Cash
CA-2015-148950,14/12/2015,4.761904762,JD-16015,Joy Daniels,Consumer,India,Trichy,Tamil Nadu,60610,West,TEC-AC-10002718,Beverages,Health Drinks,530,0.25,201.4,IN4-032-8875,Cash
CA-2015-110408,18/10/2015,4.761904762,AS-10225,Alan Schoenberger,Cosumer,India,Ooty,Tamil Nadu,36116,West,OFF-ST-10001522,Beverages,Soft Drinks,722,0.15,267.14,IN8-740-6558,Ewallet
CA-2015-110408,18/10/2015,4.761904762,AS-10225,Alan Schoenberger,Cosumer,India,Dharmapuri,Tamil Nadu,36116,West,TEC-PH-10002352,Bakery,Breads and Buns,534,0.21,112.14,IN0-707-0459,Ewallet
CA-2015-110408,18/10/2015,4.761904762,AS-10225,Alan Schoenberger,Cosumer,India,Tenkasi,Tamil Nadu,36116,West,FUR-CH-10003774,Snacks,Noodles,1016,0.19,111.76,IN8-357-4284,Credit card
CA-2016-109939,8/5/2016,4.761904762,AA-10375,Allen Armold,Consumer,India,Coimbatore,Tamil Nadu,97301,West,OFF-AR-10000127,Oil and Masala,Masalas,583,0.21,215.71,IN5-707-6297,Credit card
CA-2017-112669,14/4/2017,4.761904762,KT-16465,Kean Takahito,Consumer,India,Salem,Tamil Nadu,85301,West,FUR-CH-10004086,Bakery,Cakes,1682,0.17,386.86,IN9-116-9650,Ewallet
CA-2017-112669,14/4/2017,4.761904762,KT-16465,Kean Takahito,Consumer,India,Trichy,Tamil Nadu,85301,West,OFF-ST-10001228,Food Grains,Rice,1665,0.2,599.4,IN9-118-3905,Ewallet
CA-2016-119592,14/12/2016,4.761904762,MM-18280,Muhammed MacIntyre,Cosumer,India,Karur,Tamil Nadu,31907,West,OFF-BI-10004187,Beverages,Health Drinks,782,0.19,250.24,IN9-816-1413,Cash
CA-2015-122749,3/12/2015,4.761904762,NG-18430,Nathan Gelder,Consumer,India,Karur,Tamil Nadu,73120,West,TEC-PH-10003811,Oil and Masala,Masalas,2344,0.22,726.64,IN6-973-2800,Ewallet
CA-2015-164721,25/11/2015,4.761904762,LW-16825,Laurel Workman,Cosumer,India,Pudukottai,Tamil Nadu,94513,West,OFF-AP-10000240,Oil and Masala,Masalas,2176,0.25,108.8,IN0-499-3569,Cash
CA-2015-164721,25/11/2015,4.761904762,LW-16825,Laurel Workman,Cosumer,India,Coimbatore,Tamil Nadu,94513,West,FUR-FU-10001940,Food Grains,Atta and Flour,1880,0.34,357.2,IN4-161-4196,Cash
CA-2015-164721,25/11/2015,4.761904762,LW-16825,Laurel Workman,Cosumer,India,Kanyakumari,Tamil Nadu,94513,West,OFF-PA-10000575,Snacks,Chocolates,1743,0.34,331.17,IN7-261-5374,Cash
CA-2017-147417,25/7/2017,4.761904762,CB-12415,Christy Brittain,Consumer,India,Namakkal,Tamil Nadu,43229,West,TEC-CO-10001449,Snacks,Noodles,1030,0.26,247.2,IN1-865-9929,Cash
CA-2016-127509,9/11/2016,4.761904762,AS-10090,Adam Shillingsburg,Consumer,India,Theni,Tamil Nadu,65807,West,OFF-BI-10002393,Snacks,Cookies,1875,0.3,300,IN6-059-5696,Cash
CA-2016-127509,9/11/2016,4.761904762,AS-10090,Adam Shillingsburg,Consumer,India,Vellore,Tamil Nadu,65807,West,FUR-TA-10002855,Fruits and Veggies,Organic Vegetables,2233,0.19,513.59,IN8-732-6773,Cash
CA-2016-127509,9/11/2016,4.761904762,AS-10090,Adam Shillingsburg,Consumer,India,Ooty,Tamil Nadu,65807,West,OFF-EN-10000781,Oil and Masala,Masalas,1206,0.22,108.54,IN4-404-9170,Ewallet
CA-2016-127509,9/11/2016,4.761904762,AS-10090,Adam Shillingsburg,Consumer,India,Salem,Tamil Nadu,65807,West,OFF-PA-10002160,Fruits and Veggies,Fresh Vegetables,1517,0.11,530.95,IN8-420-4456,Credit card
CA-2018-111374,24/2/2018,4.761904762,CB-12415,Christy Brittain,Consumer,India,Tirunelveli,Tamil Nadu,19134,West,OFF-BI-10004970,"Eggs, Meat and Fish",Fish,2266,0.12,906.4,IN7-051-2333,Cash
CA-2018-133648,25/6/2018,4.761904762,ML-17755,Max Ludwig,Cosumer,India,Virudhunagar,Tamil Nadu,97477,West,OFF-LA-10003923,Fruits and Veggies,Fresh Fruits,981,0.26,245.25,IN0-542-2696,Cash
CA-2018-133648,25/6/2018,4.761904762,ML-17755,Max Ludwig,Cosumer,India,Nagercoil,Tamil Nadu,97477,West,OFF-AR-10002257,Oil and Masala,Masalas,1796,0.26,287.36,IN6-182-9735,Cash
CA-2018-133648,25/6/2018,4.761904762,ML-17755,Max Ludwig,Cosumer,India,Tenkasi,Tamil Nadu,97477,West,OFF-FA-10004395,Oil and Masala,Edible Oil and Ghee,1867,0.24,112.02,IN3-825-4252,Ewallet
US-2018-147221,2/12/2018,4.761904762,JS-16030,Joy Smith,Consumer,India,Madurai,Tamil Nadu,77036,West,OFF-AP-10002534,Beverages,Health Drinks,1773,0.23,531.9,IN9-452-1953,Credit card
US-2018-147221,2/12/2018,4.761904762,JS-16030,Joy Smith,Consumer,India,Ramanadhapuram,Tamil Nadu,77036,West,FUR-FU-10004020,Bakery,Cakes,596,0.17,35.76,IN3-536-1782,Cash
CA-2015-131905,6/2/2015,4.761904762,ND-18460,Neil Ducich,Cosumer,India,Nagercoil,Tamil Nadu,23320,West,OFF-LA-10002787,Bakery,Cakes,835,0.2,91.85,IN7-512-7065,Ewallet
CA-2015-131905,6/2/2015,4.761904762,ND-18460,Neil Ducich,Cosumer,India,Karur,Tamil Nadu,23320,West,TEC-PH-10003645,Bakery,Breads and Buns,2399,0.12,1079.55,IN9-782-3690,Credit card
CA-2015-131905,6/2/2015,4.761904762,ND-18460,Neil Ducich,Cosumer,India,Viluppuram,Tamil Nadu,23320,West,TEC-PH-10001615,Beverages,Health Drinks,2314,0.34,509.08,IN6-160-7232,Credit card
CA-2018-166128,11/4/2018,4.761904762,LW-17215,Luke Weiss,Consumer,India,Nagercoil,Tamil Nadu,91104,West,TEC-AC-10001767,Bakery,Breads and Buns,1158,0.22,382.14,IN2-023-9478,Ewallet
CA-2018-166128,11/4/2018,4.761904762,LW-17215,Luke Weiss,Consumer,India,Perambalur,Tamil Nadu,91104,Central,OFF-AR-10001221,"Eggs, Meat and Fish",Fish,948,0.16,398.16,IN4-384-9007,Ewallet
CA-2018-163510,25/12/2018,4.761904762,JW-15955,Joni Wasserman,Consumer,India,Coimbatore,Tamil Nadu,40214,Central,OFF-ST-10000563,Snacks,Noodles,852,0.22,340.8,IN3-703-4732,Ewallet
CA-2018-163510,25/12/2018,4.761904762,JW-15955,Joni Wasserman,Consumer,India,Chennai,Tamil Nadu,40214,Central,FUR-CH-10001146,Food Grains,Organic Staples,969,0.34,145.35,IN6-167-6915,Ewallet
US-2018-143028,11/4/2018,4.761904762,SC-20050,Sample Company A,Cosumer,India,Madurai,Tamil Nadu,79424,Central,OFF-BI-10004738,Oil and Masala,Edible Oil and Ghee,781,0.16,218.68,IN0-797-9622,Credit card
CA-2015-111150,31/12/2015,4.761904762,RW-19630,Rob Williams,Cosumer,India,Tirunelveli,Tamil Nadu,65203,Central,OFF-AR-10000034,Beverages,Soft Drinks,1676,0.32,234.64,IN2-870-4993,Credit card
CA-2015-111150,31/12/2015,4.761904762,RW-19630,Rob Williams,Cosumer,India,Pudukottai,Tamil Nadu,65203,Central,TEC-AC-10000290,Fruits and Veggies,Fresh Vegetables,1054,0.25,179.18,IN4-645-6951,Credit card
CA-2018-165386,3/8/2018,4.761904762,CM-12190,Charlotte Melton,Consumer,India,Viluppuram,Tamil Nadu,60623,Central,FUR-BO-10003034,Bakery,Cakes,626,0.1,175.28,IN9-109-2136,Credit card
CA-2015-116407,15/11/2015,4.761904762,JF-15190,Jamie Frazer,Consumer,India,Krishnagiri,Tamil Nadu,37604,Central,OFF-AR-10001315,Beverages,Soft Drinks,1119,0.17,402.84,IN9-258-9477,Ewallet
CA-2015-116407,15/11/2015,4.761904762,JF-15190,Jamie Frazer,Consumer,India,Vellore,Tamil Nadu,37604,Central,OFF-AP-10002118,Beverages,Soft Drinks,2301,0.23,391.17,IN4-069-3469,Credit card
CA-2015-116407,15/11/2015,4.761904762,JF-15190,Jamie Frazer,Consumer,India,Kanyakumari,Tamil Nadu,37604,Central,OFF-PA-10002137,Oil and Masala,Spices,2427,0.33,412.59,IN4-023-3281,Cash
CA-2016-155761,11/12/2016,4.761904762,SC-20800,Stuart Calhoun,Consumer,India,Tenkasi,Tamil Nadu,77041,Central,TEC-AC-10001606,Fruits and Veggies,Fresh Fruits,2053,0.29,492.72,IN9-018-8617,Credit card
CA-2016-155761,11/12/2016,4.761904762,SC-20800,Stuart Calhoun,Consumer,India,Namakkal,Tamil Nadu,77041,Central,OFF-ST-10000943,Snacks,Noodles,1728,0.31,501.12,IN2-286-0573,Ewallet
CA-2017-145905,18/9/2017,4.761904762,AM-10705,Anne McFarland,Consumer,India,Dindigul,Tamil Nadu,36830,Central,FUR-CH-10001854,Bakery,Cakes,1204,0.16,72.24,IN3-426-2925,Ewallet
CA-2017-145905,18/9/2017,4.761904762,AM-10705,Anne McFarland,Consumer,India,Chennai,Tamil Nadu,36830,Central,OFF-PA-10000533,Food Grains,Dals and Pulses,1934,0.16,348.12,IN9-927-9825,Cash
CA-2017-145905,18/9/2017,4.761904762,AM-10705,Anne McFarland,Consumer,India,Chennai,Tamil Nadu,36830,Central,OFF-ST-10003716,"Eggs, Meat and Fish",Mutton,1730,0.28,778.5,IN5-096-0218,Cash
CA-2016-113110,19/3/2016,4.761904762,BK-11260,Berenike Kampe,Consumer,India,Perambalur,Tamil Nadu,92404,Central,OFF-BI-10000088,Oil and Masala,Masalas,2011,0.2,744.07,IN5-984-9735,Cash
CA-2016-113110,19/3/2016,4.761904762,BK-11260,Berenike Kampe,Consumer,India,Ramanadhapuram,Tamil Nadu,92404,Central,OFF-LA-10000240,Beverages,Health Drinks,1340,0.29,214.4,IN6-456-1444,Credit card
CA-2016-113110,19/3/2016,4.761904762,BK-11260,Berenike Kampe,Consumer,India,Viluppuram,Tamil Nadu,92404,Central,OFF-SU-10001165,Bakery,Biscuits,2062,0.11,371.16,IN5-242-1598,Ewallet
CA-2016-113110,19/3/2016,4.761904762,BK-11260,Berenike Kampe,Consumer,India,Tenkasi,Tamil Nadu,92404,Central,OFF-PA-10002749,Snacks,Chocolates,762,0.15,297.18,IN3-085-0119,Ewallet
CA-2017-168354,19/9/2017,4.761904762,RH-19510,Rick Huthwaite,Cosumer,India,Bodi,Tamil Nadu,2908,Central,OFF-ST-10001490,Bakery,Biscuits,978,0.21,195.6,IN3-059-9858,Credit card
CA-2017-168354,19/9/2017,4.761904762,RH-19510,Rick Huthwaite,Cosumer,India,Ramanadhapuram,Tamil Nadu,2908,Central,OFF-PA-10002377,Food Grains,Organic Staples,2068,0.16,889.24,IN2-465-2830,Cash
CA-2017-168354,19/9/2017,4.761904762,RH-19510,Rick Huthwaite,Cosumer,India,Kanyakumari,Tamil Nadu,2908,Central,OFF-BI-10004826,Snacks,Cookies,566,0.3,169.8,IN3-461-4423,Credit card
CA-2017-168354,19/9/2017,4.761904762,RH-19510,Rick Huthwaite,Cosumer,India,Perambalur,Tamil Nadu,2908,Central,FUR-CH-10004675,Oil and Masala,Masalas,1347,0.31,444.51,IN9-350-4399,Credit card
US-2018-111241,20/8/2018,4.761904762,GM-14500,Gene McClure,Consumer,India,Madurai,Tamil Nadu,93727,Central,OFF-BI-10002867,Beverages,Soft Drinks,1972,0.24,769.08,IN5-572-4383,Credit card
CA-2016-114237,13/3/2016,4.761904762,MC-17275,Marc Crier,Consumer,India,Perambalur,Tamil Nadu,98103,Central,FUR-BO-10004409,Fruits and Veggies,Fresh Vegetables,1074,0.34,289.98,IN5-936-6578,Cash
CA-2017-113516,8/9/2017,4.761904762,VM-21685,Valerie Mitchum,Cosumer,India,Bodi,Tamil Nadu,93534,Central,OFF-BI-10002225,Oil and Masala,Edible Oil and Ghee,1818,0.23,781.74,IN8-961-7331,Ewallet
CA-2017-113516,8/9/2017,4.761904762,VM-21685,Valerie Mitchum,Cosumer,India,Perambalur,Tamil Nadu,93534,Central,OFF-BI-10001989,Fruits and Veggies,Organic Vegetables,2230,0.25,869.7,IN1-218-8030,Credit card
CA-2016-117961,26/11/2016,4.761904762,GP-14740,Guy Phonely,Cosumer,India,Vellore,Tamil Nadu,1453,Central,OFF-BI-10000343,Oil and Masala,Spices,900,0.15,99,IN5-526-8575,Ewallet
CA-2016-117961,26/11/2016,4.761904762,GP-14740,Guy Phonely,Cosumer,India,Cumbum,Tamil Nadu,1453,Central,OFF-ST-10001172,Food Grains,Dals and Pulses,2174,0.29,934.82,IN7-670-3752,Ewallet
CA-2016-117961,26/11/2016,4.761904762,GP-14740,Guy Phonely,Cosumer,India,Bodi,Tamil Nadu,1453,Central,OFF-BI-10003707,Oil and Masala,Edible Oil and Ghee,690,0.33,41.4,IN1-800-8432,Ewallet
CA-2016-117961,26/11/2016,4.761904762,GP-14740,Guy Phonely,Cosumer,India,Krishnagiri,Tamil Nadu,1453,Central,OFF-PA-10001274,Beverages,Soft Drinks,2096,0.35,670.72,IN4-112-3314,Credit card
CA-2017-128923,9/12/2017,4.761904762,GB-14530,George Bell,Cosumer,India,Coimbatore,Tamil Nadu,76106,Central,OFF-PA-10002250,"Eggs, Meat and Fish",Chicken,1693,0.21,372.46,IN4-815-8461,Ewallet
CA-2017-128923,9/12/2017,4.761904762,GB-14530,George Bell,Cosumer,India,Karur,Tamil Nadu,76106,Central,OFF-AR-10000475,Fruits and Veggies,Fresh Vegetables,1610,0.15,627.9,IN8-588-3790,Cash
CA-2018-162481,25/9/2018,4.761904762,CT-11995,Carol Triggs,Consumer,India,Madurai,Tamil Nadu,55901,Central,OFF-BI-10002976,Oil and Masala,Masalas,2436,0.31,730.8,IN7-772-4631,Ewallet
CA-2018-162481,25/9/2018,4.761904762,CT-11995,Carol Triggs,Consumer,India,Theni,Tamil Nadu,55901,Central,FUR-CH-10003061,Bakery,Cakes,561,0.22,241.23,IN6-180-9572,Ewallet
CA-2016-119214,23/1/2016,4.761904762,CW-11905,Carl Weiss,Cosumer,India,Pudukottai,Tamil Nadu,59715,Central,OFF-PA-10002893,Beverages,Health Drinks,1473,0.33,456.63,IN4-633-5056,Credit card
CA-2016-119214,23/1/2016,4.761904762,CW-11905,Carl Weiss,Cosumer,India,Ramanadhapuram,Tamil Nadu,59715,Central,OFF-LA-10003077,Fruits and Veggies,Fresh Fruits,697,0.31,195.16,IN3-392-1037,Credit card
CA-2016-122287,18/6/2016,4.761904762,SN-20560,Skye Norling,Cosumer,India,Cumbum,Tamil Nadu,85345,Central,OFF-PA-10001661,Bakery,Biscuits,1385,0.13,290.85,IN8-218-3288,Ewallet
CA-2016-122287,18/6/2016,4.761904762,SN-20560,Skye Norling,Cosumer,India,Salem,Tamil Nadu,85345,Central,OFF-BI-10004656,Food Grains,Dals and Pulses,794,0.22,277.9,IN4-155-7041,Ewallet
CA-2016-122287,18/6/2016,4.761904762,SN-20560,Skye Norling,Cosumer,India,Vellore,Tamil Nadu,85345,Central,OFF-BI-10003707,"Eggs, Meat and Fish",Fish,1009,0.34,100.9,IN9-399-6047,Credit card
CA-2016-122287,18/6/2016,4.761904762,SN-20560,Skye Norling,Cosumer,India,Madurai,Tamil Nadu,85345,Central,FUR-FU-10004973,"Eggs, Meat and Fish",Chicken,2368,0.2,663.04,IN0-805-6991,Ewallet
CA-2016-104493,2/10/2016,4.761904762,EB-13705,Ed Braxton,Cosumer,India,Kanyakumari,Tamil Nadu,92105,Central,OFF-BI-10004817,Snacks,Noodles,950,0.18,247,IN7-370-3067,Credit card
US-2018-158946,18/11/2018,4.761904762,JW-15220,Jane Waco,Cosumer,India,Trichy,Tamil Nadu,44107,Central,OFF-AR-10001860,Oil and Masala,Edible Oil and Ghee,1787,0.34,214.44,IN3-947-6422,Cash
CA-2015-129168,17/8/2015,4.761904762,KB-16585,Ken Black,Cosumer,India,Madurai,Tamil Nadu,77095,Central,OFF-PA-10001639,Snacks,Cookies,1000,0.26,440,IN6-757-2986,Cash
CA-2017-131835,17/7/2017,4.761904762,MC-17590,Matt Collister,Cosumer,India,Perambalur,Tamil Nadu,8861,Central,OFF-AP-10004487,Bakery,Biscuits,938,0.26,93.8,IN3-420-7743,Cash
CA-2017-131835,17/7/2017,4.761904762,MC-17590,Matt Collister,Cosumer,India,Trichy,Tamil Nadu,8861,Central,TEC-PH-10001760,"Eggs, Meat and Fish",Chicken,1094,0.28,229.74,IN8-969-5041,Ewallet
CA-2017-131835,17/7/2017,4.761904762,MC-17590,Matt Collister,Cosumer,India,Perambalur,Tamil Nadu,8861,Central,OFF-PA-10004071,Food Grains,Organic Staples,1399,0.14,139.9,IN4-189-5198,Credit card
CA-2016-142237,11/7/2016,4.761904762,CK-12595,Clytie Kelty,Consumer,India,Theni,Tamil Nadu,19134,Central,FUR-FU-10004848,Snacks,Cookies,1445,0.23,346.8,IN7-029-9851,Ewallet
CA-2016-142237,11/7/2016,4.761904762,CK-12595,Clytie Kelty,Consumer,India,Dindigul,Tamil Nadu,19134,Central,OFF-BI-10004022,Snacks,Chocolates,1716,0.3,514.8,IN0-697-2793,Credit card
CA-2016-142237,11/7/2016,4.761904762,CK-12595,Clytie Kelty,Consumer,India,Madurai,Tamil Nadu,19134,Central,OFF-BI-10003669,Beverages,Soft Drinks,1382,0.12,497.52,IN3-005-4752,Cash
CA-2016-142237,11/7/2016,4.761904762,CK-12595,Clytie Kelty,Consumer,India,Madurai,Tamil Nadu,19134,Central,FUR-CH-10003833,Bakery,Breads and Buns,1554,0.35,497.28,IN7-686-6365,Credit card
CA-2016-142237,11/7/2016,4.761904762,CK-12595,Clytie Kelty,Consumer,India,Tirunelveli,Tamil Nadu,19134,Central,OFF-AR-10003732,Beverages,Soft Drinks,2302,0.23,667.58,IN1-835-2866,Credit card
CA-2016-142237,11/7/2016,4.761904762,CK-12595,Clytie Kelty,Consumer,India,Trichy,Tamil Nadu,19134,Central,FUR-FU-10003142,Beverages,Health Drinks,624,0.23,106.08,IN9-053-7799,Cash
CA-2017-136434,1/12/2017,4.761904762,RD-19480,Rick Duston,Consumer,India,Trichy,Tamil Nadu,47374,Central,FUR-FU-10001196,Fruits and Veggies,Fresh Vegetables,1610,0.23,563.5,IN3-653-5484,Cash
CA-2018-120376,22/12/2018,4.761904762,TP-21130,Theone Pippenger,Consumer,India,Krishnagiri,Tamil Nadu,48227,Central,TEC-AC-10001114,Food Grains,Atta and Flour,1331,0.35,266.2,IN7-077-7958,Ewallet
CA-2018-120376,22/12/2018,4.761904762,TP-21130,Theone Pippenger,Consumer,India,Dharmapuri,Tamil Nadu,48227,Central,FUR-CH-10002335,Snacks,Noodles,1252,0.22,212.84,IN3-572-9393,Cash
CA-2018-120376,22/12/2018,4.761904762,TP-21130,Theone Pippenger,Consumer,India,Namakkal,Tamil Nadu,48227,Central,TEC-AC-10000844,Beverages,Soft Drinks,766,0.11,137.88,IN1-550-9603,Ewallet
CA-2018-120376,22/12/2018,4.761904762,TP-21130,Theone Pippenger,Consumer,India,Nagercoil,Tamil Nadu,48227,Central,FUR-TA-10004534,Bakery,Biscuits,1163,0.32,441.94,IN9-431-0427,Credit card
CA-2015-106439,31/10/2015,4.761904762,GG-14650,Greg Guthrie,Cosumer,India,Vellore,Tamil Nadu,90049,Central,OFF-FA-10002975,Oil and Masala,Spices,885,0.18,115.05,IN3-945-0606,Cash
CA-2015-106439,31/10/2015,4.761904762,GG-14650,Greg Guthrie,Cosumer,India,Pudukottai,Tamil Nadu,90049,Central,OFF-ST-10003996,Food Grains,Rice,632,0.34,233.84,IN8-487-3035,Ewallet
CA-2015-106439,31/10/2015,4.761904762,GG-14650,Greg Guthrie,Cosumer,India,Chennai,Tamil Nadu,90049,Central,OFF-BI-10002571,Snacks,Noodles,1778,0.21,551.18,IN8-612-3027,Credit card
CA-2015-106439,31/10/2015,4.761904762,GG-14650,Greg Guthrie,Cosumer,India,Salem,Tamil Nadu,90049,Central,OFF-PA-10000477,"Eggs, Meat and Fish",Chicken,1547,0.29,340.34,IN5-611-5271,Ewallet
CA-2015-106439,31/10/2015,4.761904762,GG-14650,Greg Guthrie,Cosumer,India,Tirunelveli,Tamil Nadu,90049,Central,OFF-BI-10004209,Bakery,Biscuits,991,0.35,356.76,IN0-126-9747,Credit card
CA-2015-106439,31/10/2015,4.761904762,GG-14650,Greg Guthrie,Cosumer,India,Tirunelveli,Tamil Nadu,90049,Central,OFF-ST-10001963,Fruits and Veggies,Organic Fruits,1995,0.33,558.6,IN7-184-6948,Credit card
CA-2015-106439,31/10/2015,4.761904762,GG-14650,Greg Guthrie,Cosumer,India,Vellore,Tamil Nadu,90049,Central,FUR-CH-10003833,Beverages,Health Drinks,615,0.22,258.3,IN5-558-2384,Ewallet
CA-2015-106439,31/10/2015,4.761904762,GG-14650,Greg Guthrie,Cosumer,India,Namakkal,Tamil Nadu,90049,Central,TEC-AC-10004568,Oil and Masala,Spices,2114,0.33,803.32,IN8-838-6994,Credit card
CA-2015-106439,31/10/2015,4.761904762,GG-14650,Greg Guthrie,Cosumer,India,Bodi,Tamil Nadu,90049,Central,OFF-AR-10001419,Beverages,Soft Drinks,989,0.12,375.82,IN1-563-7168,Credit card
CA-2016-133452,13/4/2016,4.761904762,ZC-21910,Zuschuss Carroll,Consumer,India,Krishnagiri,Tamil Nadu,91767,Central,TEC-AC-10002800,"Eggs, Meat and Fish",Mutton,663,0.3,92.82,IN0-199-4804,Credit card
CA-2016-133452,13/4/2016,4.761904762,ZC-21910,Zuschuss Carroll,Consumer,India,Virudhunagar,Tamil Nadu,91767,Central,FUR-TA-10003954,Food Grains,Rice,1290,0.27,464.4,IN5-750-1513,Credit card
CA-2017-146521,21/7/2017,4.761904762,CC-12610,Corey Catlett,Cosumer,India,Karur,Tamil Nadu,19134,Central,OFF-BI-10000301,Bakery,Breads and Buns,1116,0.18,122.76,IN9-190-3912,Credit card
US-2018-110996,20/11/2018,4.761904762,KA-16525,Kelly Andreada,Consumer,India,Perambalur,Tamil Nadu,91761,Central,FUR-CH-10003956,Fruits and Veggies,Fresh Fruits,1937,0.23,464.88,IN7-077-3887,Ewallet
CA-2017-129693,26/11/2017,4.761904762,TC-20980,Tamara Chand,Cosumer,India,Virudhunagar,Tamil Nadu,98105,Central,OFF-BI-10002954,Fruits and Veggies,Organic Fruits,969,0.11,184.11,IN2-941-2923,Cash
CA-2018-122504,7/11/2018,4.761904762,DB-13270,Deborah Brumfield,Cosumer,India,Madurai,Tamil Nadu,94513,Central,TEC-AC-10003289,Bakery,Cakes,2056,0.14,431.76,IN9-660-1437,Cash
CA-2018-122504,7/11/2018,4.761904762,DB-13270,Deborah Brumfield,Cosumer,India,Pudukottai,Tamil Nadu,94513,Central,TEC-PH-10002468,Fruits and Veggies,Fresh Fruits,2351,0.1,987.42,IN5-980-3263,Credit card
CA-2015-131051,1/12/2015,4.761904762,TR-21325,Toby Ritter,Consumer,India,Trichy,Tamil Nadu,94122,Central,FUR-FU-10001861,Beverages,Soft Drinks,2183,0.19,480.26,IN6-036-5416,Ewallet
CA-2018-140676,12/9/2018,4.761904762,BF-11080,Bart Folk,Consumer,India,Coimbatore,Tamil Nadu,21215,Central,OFF-PA-10004082,Oil and Masala,Edible Oil and Ghee,537,0.12,161.1,IN6-964-7324,Ewallet
CA-2018-140676,12/9/2018,4.761904762,BF-11080,Bart Folk,Consumer,India,Tirunelveli,Tamil Nadu,21215,Central,OFF-AP-10000358,Beverages,Soft Drinks,1534,0.1,475.54,IN6-455-2042,Ewallet
CA-2018-140676,12/9/2018,4.761904762,BF-11080,Bart Folk,Consumer,India,Ramanadhapuram,Tamil Nadu,21215,Central,OFF-PA-10004243,Snacks,Cookies,2434,0.13,803.22,IN6-880-7912,Ewallet
CA-2016-120103,24/12/2016,4.761904762,MS-17365,Maribeth Schnelling,Consumer,India,Nagercoil,Tamil Nadu,85023,East,OFF-PA-10001295,Bakery,Biscuits,2252,0.12,788.2,IN5-525-6728,Cash
CA-2016-120103,24/12/2016,4.761904762,MS-17365,Maribeth Schnelling,Consumer,India,Karur,Tamil Nadu,85023,East,TEC-PH-10002170,Bakery,Biscuits,2122,0.22,212.2,IN1-524-7889,Cash
CA-2016-120103,24/12/2016,4.761904762,MS-17365,Maribeth Schnelling,Consumer,India,Namakkal,Tamil Nadu,85023,East,FUR-FU-10002885,Oil and Masala,Spices,1739,0.26,86.95,IN2-097-4814,Cash
CA-2018-104647,23/2/2018,4.761904762,CK-12595,Clytie Kelty,Consumer,India,Madurai,Tamil Nadu,90008,East,OFF-PA-10002870,Bakery,Cakes,1829,0.29,475.54,IN1-834-8131,Credit card
CA-2015-110352,23/11/2015,4.761904762,ED-13885,Emily Ducich,Cosumer,India,Cumbum,Tamil Nadu,77036,East,OFF-LA-10003923,Oil and Masala,Masalas,1491,0.17,387.66,IN4-536-4523,Cash
CA-2017-140501,23/6/2017,4.761904762,IM-15070,Irene Maddox,Consumer,India,Coimbatore,Tamil Nadu,10009,East,OFF-LA-10003510,Snacks,Chocolates,2383,0.29,119.15,IN5-596-4532,Cash
